"","Date","Deces","Annee"
"996",2020-09-25,1661,"2017"
"997",2020-09-26,1653,"2017"
"998",2020-09-27,1688,"2017"
"999",2020-09-28,1692,"2017"
"1000",2020-09-29,1687,"2017"
"1001",2020-09-30,1650,"2017"
"1002",2020-10-01,1513,"2017"
"1003",2020-10-02,1609,"2017"
"1004",2020-10-03,1620,"2017"
"1005",2020-10-04,1545,"2017"
"1006",2020-10-05,1699,"2017"
"1007",2020-10-06,1602,"2017"
"1008",2020-10-07,1602,"2017"
"1009",2020-10-08,1589,"2017"
"1010",2020-10-09,1582,"2017"
"1011",2020-10-10,1699,"2017"
"1012",2020-10-11,1714,"2017"
"1013",2020-10-12,1651,"2017"
"1014",2020-10-13,1620,"2017"
"1015",2020-10-14,1558,"2017"
"1016",2020-10-15,1573,"2017"
"1017",2020-10-16,1705,"2017"
"1018",2020-10-17,1588,"2017"
"1019",2020-10-18,1606,"2017"
"1020",2020-10-19,1575,"2017"
"1021",2020-10-20,1593,"2017"
"1022",2020-10-21,1537,"2017"
"1023",2020-10-22,1520,"2017"
"1024",2020-10-23,1531,"2017"
"1025",2020-10-24,1631,"2017"
"1026",2020-10-25,1641,"2017"
"1027",2020-10-26,1664,"2017"
"1028",2020-10-27,1619,"2017"
"1029",2020-10-28,1560,"2017"
"1030",2020-10-29,1581,"2017"
"1031",2020-10-30,1492,"2017"
"1032",2020-10-31,1606,"2017"
"1033",2020-11-01,1580,"2017"
"1034",2020-11-02,1671,"2017"
"1035",2020-11-03,1719,"2017"
"1036",2020-11-04,1643,"2017"
"1037",2020-11-05,1547,"2017"
"1038",2020-11-06,1580,"2017"
"1039",2020-11-07,1667,"2017"
"1040",2020-11-08,1622,"2017"
"1041",2020-11-09,1683,"2017"
"1042",2020-11-10,1656,"2017"
"1043",2020-11-11,1669,"2017"
"1044",2020-11-12,1622,"2017"
"1045",2020-11-13,1656,"2017"
"1046",2020-11-14,1728,"2017"
"1047",2020-11-15,1638,"2017"
"1048",2020-11-16,1637,"2017"
"1049",2020-11-17,1632,"2017"
"1050",2020-11-18,1701,"2017"
"1051",2020-11-19,1572,"2017"
"1052",2020-11-20,1644,"2017"
"1053",2020-11-21,1710,"2017"
"1054",2020-11-22,1734,"2017"
"1055",2020-11-23,1665,"2017"
"1056",2020-11-24,1700,"2017"
"1057",2020-11-25,1660,"2017"
"1058",2020-11-26,1618,"2017"
"1059",2020-11-27,1626,"2017"
"1060",2020-11-28,1671,"2017"
"1061",2020-11-29,1711,"2017"
"1062",2020-11-30,1697,"2017"
"1063",2020-12-01,1746,"2017"
"1064",2020-12-02,1661,"2017"
"1065",2020-12-03,1690,"2017"
"1066",2020-12-04,1686,"2017"
"1067",2020-12-05,1746,"2017"
"1068",2020-12-06,1781,"2017"
"1069",2020-12-07,1698,"2017"
"1070",2020-12-08,1686,"2017"
"1071",2020-12-09,1681,"2017"
"1072",2020-12-10,1658,"2017"
"1073",2020-12-11,1823,"2017"
"1074",2020-12-12,1765,"2017"
"1075",2020-12-13,1709,"2017"
"1076",2020-12-14,1671,"2017"
"1077",2020-12-15,1708,"2017"
"1078",2020-12-16,1505,"2017"
"1079",2020-12-17,1442,"2017"
"1080",2020-12-18,1516,"2017"
"1081",2020-12-19,1493,"2017"
"1082",2020-12-20,1475,"2017"
"1083",2020-12-21,1417,"2017"
"1084",2020-12-22,1427,"2017"
"1085",2020-12-23,1332,"2017"
"1086",2020-12-24,1260,"2017"
"1087",2020-12-25,1277,"2017"
"1088",2020-12-26,1322,"2017"
"1089",2020-12-27,1167,"2017"
"1090",2020-12-28,677,"2017"
"1091",2020-12-29,168,"2017"
"1092",2020-01-01,1905,"2020"
"1093",2020-01-02,1901,"2020"
"1094",2020-01-03,1954,"2020"
"1095",2020-01-04,1837,"2020"
"1096",2020-01-05,1751,"2020"
"1097",2020-01-06,1983,"2020"
"1098",2020-01-07,1996,"2020"
"1099",2020-01-08,1948,"2020"
"1100",2020-01-09,1975,"2020"
"1101",2020-01-10,1938,"2020"
"1102",2020-01-11,1866,"2020"
"1103",2020-01-12,1789,"2020"
"1104",2020-01-13,1826,"2020"
"1105",2020-01-14,1943,"2020"
"1106",2020-01-15,1904,"2020"
"1107",2020-01-16,1881,"2020"
"1108",2020-01-17,1849,"2020"
"1109",2020-01-18,1768,"2020"
"1110",2020-01-19,1738,"2020"
"1111",2020-01-20,1795,"2020"
"1112",2020-01-21,1815,"2020"
"1113",2020-01-22,1803,"2020"
"1114",2020-01-23,1790,"2020"
"1115",2020-01-24,1855,"2020"
"1116",2020-01-25,1811,"2020"
"1117",2020-01-26,1762,"2020"
"1118",2020-01-27,1883,"2020"
"1119",2020-01-28,1818,"2020"
"1120",2020-01-29,1868,"2020"
"1121",2020-01-30,1773,"2020"
"1122",2020-01-31,1850,"2020"
"1123",2020-02-01,1740,"2020"
"1124",2020-02-02,1845,"2020"
"1125",2020-02-03,1884,"2020"
"1126",2020-02-04,1874,"2020"
"1127",2020-02-05,1750,"2020"
"1128",2020-02-06,1814,"2020"
"1129",2020-02-07,1826,"2020"
"1130",2020-02-08,1802,"2020"
"1131",2020-02-09,1710,"2020"
"1132",2020-02-10,1826,"2020"
"1133",2020-02-11,1781,"2020"
"1134",2020-02-12,1794,"2020"
"1135",2020-02-13,1766,"2020"
"1136",2020-02-14,1768,"2020"
"1137",2020-02-15,1755,"2020"
"1138",2020-02-16,1778,"2020"
"1139",2020-02-17,1859,"2020"
"1140",2020-02-18,1762,"2020"
"1141",2020-02-19,1666,"2020"
"1142",2020-02-20,1700,"2020"
"1143",2020-02-21,1740,"2020"
"1144",2020-02-22,1637,"2020"
"1145",2020-02-23,1665,"2020"
"1146",2020-02-24,1719,"2020"
"1147",2020-02-25,1683,"2020"
"1148",2020-02-26,1798,"2020"
"1149",2020-02-27,1737,"2020"
"1150",2020-02-28,1749,"2020"
"1151",2020-02-29,1691,"2020"
"1152",2020-03-01,1751,"2020"
"1153",2020-03-02,1771,"2020"
"1154",2020-03-03,1734,"2020"
"1155",2020-03-04,1759,"2020"
"1156",2020-03-05,1748,"2020"
"1157",2020-03-06,1783,"2020"
"1158",2020-03-07,1645,"2020"
"1159",2020-03-08,1659,"2020"
"1160",2020-03-09,1776,"2020"
"1161",2020-03-10,1768,"2020"
"1162",2020-03-11,1815,"2020"
"1163",2020-03-12,1688,"2020"
"1164",2020-03-13,1662,"2020"
"1165",2020-03-14,1637,"2020"
"1166",2020-03-15,1704,"2020"
"1167",2020-03-16,1822,"2020"
"1168",2020-03-17,1839,"2020"
"1169",2020-03-18,1778,"2020"
"1170",2020-03-19,1844,"2020"
"1171",2020-03-20,1779,"2020"
"1172",2020-03-21,1666,"2020"
"1173",2020-03-22,1691,"2020"
"1174",2020-03-23,1823,"2020"
"1175",2020-03-24,1796,"2020"
"1176",2020-03-25,1806,"2020"
"1177",2020-03-26,1647,"2020"
"1178",2020-03-27,1178,"2020"
"1179",2020-03-28,853,"2020"
"1180",2020-03-29,559,"2020"
"1181",2020-03-30,179,"2020"
